D:/source/repos/object_detection_mobile_v2/train_hor/0a506c22.jpg 1239.3537028833318,531.466310611115,1408.3505178852133,614.5154629334413,1 489.792344564572,536.8578658253898,630.100212226494,608.6233421616862,2 1391.3537028833316,531.466310611115,1457.702906949973,614.5154629334413,0 
D:/source/repos/object_detection_mobile_v2/train_hor/00897dd8.jpg 1752.427642460766,924.8953853130538,1901.5657334084808,1014.8953853130538,1 971.7784745899494,925.1410035257331,1154.48212355231,1015.1410035257331,2 1904.427642460766,924.8953853130538,2071.565733408481,1014.8953853130538,0 
D:/source/repos/object_detection_mobile_v2/train_hor/16cfcf73.jpg 1278.1700297989241,612.3664837730387,1424.018994177397,678.9224602863594,1 511.0866326765963,615.0776305574352,663.2181156579557,676.509810938307,2 1430.1700297989241,612.3664837730387,1594.018994177397,678.9224602863594,0 
D:/source/repos/object_detection_mobile_v2/train_hor/2eea11c5.jpg 1872.384069575406,315.39334094124786,2010.7495391684993,387.9364386509051,1 1096.1591007524582,314.66119824281884,1259.0866704817686,390.13311357062264,2 2024.384069575406,315.39334094124786,2180.7495391684993,387.9364386509051,0 
D:/source/repos/object_detection_mobile_v2/train_hor/41973f7c.jpg 1285.9039536051241,502.9688754793899,1421.2167436779773,573.9468097326662,1 504.8632260149218,502.745989246466,674.0396147598308,574.1562733741671,2 1437.9039536051241,502.9688754793899,1480.2713207426423,573.9468097326662,0 
D:/source/repos/object_detection_mobile_v2/train_hor/53d2914a.jpg 1169.9275387054213,337.16319242435054,1310.4546755786637,414.46156600714585,1 391.11412101558517,337.9921136285391,561.5533454685797,413.04135447400654,2 1321.9275387054213,337.16319242435054,1480.4546755786637,414.46156600714585,0 
D:/source/repos/object_detection_mobile_v2/train_hor/211f6e55.jpg 2081.192366353103,1078.8827277599949,2225.991696675649,1153.2268400653984,1 1308.7350015951813,1080.7385110871683,1469.6713989572304,1151.4973496473413,2 2233.192366353103,1078.8827277599949,2395.991696675649,1153.2268400653984,0 
D:/source/repos/object_detection_mobile_v2/train_hor/3859d03e.jpg 1511.9716804987338,418.62755343918525,1655.693900876714,493.79006306909014,1 740.2435202083402,425.0757901010386,899.9337115775434,487.5161142677848,2 1663.9716804987338,418.62755343918525,1677.73080830658,493.79006306909014,0 
D:/source/repos/object_detection_mobile_v2/train_hor/0a8371c8.jpg 1747.0120677610716,772.5930797381407,1890.8231276604374,836.1889810556117,1 975.0210078275666,768.5520703065001,1134.0179045366092,840.1854138203803,2 1899.0120677610716,772.5930797381407,2060.8231276604374,836.1889810556117,0 
D:/source/repos/object_detection_mobile_v2/train_hor/16f9e3a4.jpg 1408.457867140024,687.5452979023735,1543.0825561109232,767.7781414230476,1 627.1934410883052,686.4191652457002,795.7559316463851,768.7701877560653,2 1560.457867140024,687.5452979023735,1713.0825561109232,767.7781414230476,0 
D:/source/repos/object_detection_mobile_v2/train_hor/00897dd8_yolo_out_cpp.jpg 1755.15639084854,922.935347246296,1892.1619764202032,1010.019116351518,1 969.4391489008469,907.6387150344992,1149.9101499720678,1025.3037558663232,2 1907.15639084854,922.935347246296,2062.1619764202032,1010.019116351518,0 
D:/source/repos/object_detection_mobile_v2/train_hor/39215356.jpg 1147.8722436614958,445.0036025414297,1288.3750473334426,521.3822988532684,1 373.28055402065274,448.55186669330965,535.0559558638745,517.9322950936739,2 1299.8722436614958,445.0036025414297,1346.4110838621946,521.3822988532684,0 
D:/source/repos/object_detection_mobile_v2/train_hor/3007d362.jpg 1522.4052270295097,708.6584243845302,1666.4021017869572,783.7437617784785,1 749.8747097496785,709.4534775194604,911.7117009361739,782.5953835195501,2 1674.4052270295097,708.6584243845302,1836.4021017869572,783.7437617784785,0 
D:/source/repos/object_detection_mobile_v2/train_hor/42838123.jpg 1620.8833432262309,889.5061960922826,1764.2831690538683,959.4725600507372,1 843.7846981442156,888.7544042704747,1013.2104132371362,960.5667718799984,2 1772.8833432262309,889.5061960922826,1934.2831690538683,959.4725600507372,0 
D:/source/repos/object_detection_mobile_v2/train_hor/542b1062.jpg 2492.739059967623,690.4406782512924,2620.9737024864908,776.0760683367902,1 1701.5570782693735,688.2527615156846,1884.7100556900741,777.0057648947288,2 2644.739059967623,690.4406782512924,2790.9737024864908,776.0760683367902,0 
D:/source/repos/object_detection_mobile_v2/train_hor/213da37d(2).jpg 1465.5866358947887,891.1923788358081,1601.0320387448105,967.0326472028787,1 682.9680407574149,890.044099781782,855.8308825567344,967.3888964613718,2 1617.5866358947887,891.1923788358081,1771.0320387448105,967.0326472028787,0 
D:/source/repos/object_detection_mobile_v2/train_hor/0bdd7888.jpg 1847.5211181436125,985.3295125303025,1987.5049101020813,1057.1819745064738,1 1068.6988802677793,986.214932896758,1237.9073365473632,1056.6934302732989,2 1999.5211181436125,985.3295125303025,2157.5049101020813,1057.1819745064738,0 
D:/source/repos/object_detection_mobile_v2/train_hor/172d22ee.jpg 1450.7927434051558,996.9082154759665,1597.2310465304836,1078.4908914439716,1 676.8500564014423,996.5057978521043,844.3631978492735,1077.5609453109887,2 1602.7927434051558,996.9082154759665,1767.2310465304836,1078.4908914439716,0 
D:/source/repos/object_detection_mobile_v2/train_hor/3943e385.jpg 1566.591825717367,448.20576752181,1706.206139360077,521.4495904975595,1 789.051992793537,450.0650710519833,955.5346578203953,520.0534727687552,2 1718.591825717367,448.20576752181,1876.206139360077,521.4495904975595,0 
D:/source/repos/object_detection_mobile_v2/train_hor/00a3b3e6(2).jpg 1275.2204501123942,478.7601652391934,1418.8136140999,550.2664504111233,1 503.4270344595284,477.86432340881856,662.3520050723648,551.5989062006458,2 1427.2204501123942,478.7601652391934,1472.31188103559,550.2664504111233,0 
D:/source/repos/object_detection_mobile_v2/train_hor/30dcd74d.jpg 1579.384412056529,352.2102096347684,1724.3380841555181,421.0209957654316,1 805.762479556229,350.05058135604065,969.2155519751659,423.4030140399493,2 1731.384412056529,352.2102096347684,1777.803594554366,421.0209957654316,0 
D:/source/repos/object_detection_mobile_v2/train_hor/4356b867.jpg 1126.9287270734835,562.237503897333,1262.499214135586,634.2634665418036,1 344.5246656126583,559.9631114061287,516.5605239463505,635.5390149331515,2 1278.9287270734835,562.237503897333,1432.499214135586,634.2634665418036,0 
D:/source/repos/object_detection_mobile_v2/train_hor/54506a53.jpg 1233.2258918472307,392.5502987942805,1366.6077686231042,462.9167509711474,1 449.70212646717346,388.8968279150206,622.6481751657097,466.6454485732677,2 1385.2258918472307,392.5502987942805,1486.3953339142681,462.9167509711474,0 
D:/source/repos/object_detection_mobile_v2/train_hor/213da37d.jpg 1474.0622128733899,776.5970457649519,1608.5565139938526,853.5219869732232,1 692.6763466520206,780.9852410659612,862.6464486458626,850.2134379555323,2 1626.0622128733899,776.5970457649519,1778.5565139938526,853.5219869732232,0 
D:/source/repos/object_detection_mobile_v2/train_hor/3a0c17f6(1).jpg 1718.917059712906,397.21763119083516,1852.8263847348248,470.40405089063233,1 936.62307344183,398.1218467090216,1106.7914410936437,468.667925942392,2 1862.2591047093902,397.21763119083516,1870.917059712906,470.40405089063233,0 
D:/source/repos/object_detection_mobile_v2/train_hor/0c60d08d.jpg 2101.021545775302,1445.5652515211814,2236.888983238454,1517.2564131564718,1 1323.618711522377,1439.6815510885817,1487.4143134267479,1522.279764936918,2 2253.021545775302,1445.5652515211814,2406.888983238454,1517.2564131564718,0 
D:/source/repos/object_detection_mobile_v2/train_hor/010e0758.jpg 1434.699988968628,713.0312377125379,1575.0798200912618,784.2142977243136,1 648.4218983772275,706.85735372056,833.5625191124179,790.4205314490482,2 1586.699988968628,713.0312377125379,1745.0798200912618,784.2142977243136,0 
D:/source/repos/object_detection_mobile_v2/train_hor/17483611.jpg 1426.9029080579248,816.7321896782335,1573.3340197697298,882.8424735629944,1 653.4622141976715,815.0557140972962,818.6256324079231,883.537453911882,2 1578.9029080579248,816.7321896782335,1743.3340197697298,882.8424735629944,0 
D:/source/repos/object_detection_mobile_v2/train_hor/31506605.jpg 1525.0334176534834,917.9761448824706,1665.8702280624925,986.2775026398908,1 740.2552068591585,913.1416101073514,922.3479809827304,990.1086726435053,2 1677.0334176534834,917.9761448824706,1835.8702280624925,986.2775026398908,0 
D:/source/repos/object_detection_mobile_v2/train_hor/44a896f0.jpg 1609.8778486777587,879.5756321300055,1762.066219669271,954.3755822576522,1 839.2434125422683,878.067170126345,1004.9631797064455,956.8314971613408,2 1761.8778486777587,879.5756321300055,1932.066219669271,954.3755822576522,0 
